區域別,村里,全名,latitude,longitude
臺北市士林區,福中里,臺北市士林區福中里,25.0869162,121.5155891
臺北市士林區,前港里,臺北市士林區前港里,25.0860667,121.5220129
臺北市士林區,百齡里,臺北市士林區百齡里,25.0841752,121.5173735
臺北市士林區,承德里,臺北市士林區承德里,25.0830781,121.5234403
臺北市士林區,福華里,臺北市士林區福華里,25.0817702,121.5177304
臺北市士林區,明勝里,臺北市士林區明勝里,25.0794357,121.5220129
臺北市士林區,福順里,臺北市士林區福順里,25.0817882,121.5120202
臺北市士林區,富光里,臺北市士林區富光里,25.0801436,121.5077373
臺北市士林區,葫蘆里,臺北市士林區葫蘆里,25.0844586,121.5063096
臺北市士林區,葫東里,臺北市士林區葫東里,25.0857671,121.5120202
臺北市士林區,社子里,臺北市士林區社子里,25.0914084,121.5105925
臺北市士林區,社新里,臺北市士林區社新里,25.0877834,121.5034543
臺北市士林區,社園里,臺北市士林區社園里,25.0920806,121.5077373
臺北市士林區,永倫里,臺北市士林區永倫里,25.0949103,121.5041681
臺北市士林區,福安里,臺北市士林區福安里,25.1029044,121.492746
臺北市士林區,富洲里,臺北市士林區富洲里,25.1053072,121.465614
臺北市士林區,岩山里,臺北市士林區岩山里,25.103426,121.535573
臺北市士林區,名山里,臺北市士林區名山里,25.102951,121.52915
臺北市士林區,德行里,臺北市士林區德行里,25.1029705,121.5234403
臺北市士林區,德華里,臺北市士林區德華里,25.1009909,121.5205854
臺北市士林區,聖山里,臺北市士林區聖山里,25.1073349,121.5316479
臺北市士林區,忠誠里,臺北市士林區忠誠里,25.1063552,121.5273658
臺北市士林區,芝山里,臺北市士林區芝山里,25.1139926,121.5469909
臺北市士林區,東山里,臺北市士林區東山里,25.1226213,121.5441365
臺北市士林區,三玉里,臺北市士林區三玉里,25.1125498,121.5334321
臺北市士林區,蘭雅里,臺北市士林區蘭雅里,25.1099178,121.5277226
臺北市士林區,蘭興里,臺北市士林區蘭興里,25.108275,121.5234403
臺北市士林區,天福里,臺北市士林區天福里,25.1168644,121.5320047
臺北市士林區,天祿里,臺北市士林區天祿里,25.1135595,121.52915
臺北市士林區,天壽里,臺北市士林區天壽里,25.1168846,121.5262952
臺北市士林區,天和里,臺北市士林區天和里,25.1219898,121.535573
臺北市士林區,天山里,臺北市士林區天山里,25.1195164,121.5320047
臺北市士林區,天玉里,臺北市士林區天玉里,25.1205262,121.5277226
臺北市士林區,天母里,臺北市士林區天母里,25.1316081,121.5341457
臺北市士林區,永福里,臺北市士林區永福里,25.1060373,121.5469909
臺北市士林區,公館里,臺北市士林區公館里,25.1265335,121.5612615
臺北市士林區,新安里,臺北市士林區新安里,25.1259036,121.5526993
臺北市士林區,陽明里,臺北市士林區陽明里,25.1398352,121.5498451
臺北市士林區,菁山里,臺北市士林區菁山里,25.148058,121.5655424
臺北市士林區,平等里,臺北市士林區平等里,25.1473359,121.5798108
臺北市士林區,溪山里,臺北市士林區溪山里,25.1247795,121.5855176
臺北市士林區,翠山里,臺北市士林區翠山里,25.1072998,121.5641155
臺北市士林區,臨溪里,臺北市士林區臨溪里,25.102039,121.5526993
臺北市北投區,,臺北市北投區,25.1151759,121.515018
臺北市北投區,建民里,臺北市北投區建民里,25.1035035,121.5127339
臺北市北投區,文林里,臺北市北投區文林里,25.1085514,121.5152322
臺北市北投區,石牌里,臺北市北投區石牌里,25.1099569,121.5163029
臺北市北投區,福興里,臺北市北投區福興里,25.1113022,121.5105925
臺北市北投區,榮光里,臺北市北投區榮光里,25.1129456,121.5148753
臺北市北投區,榮華里,臺北市北投區榮華里,25.1135794,121.5234403
臺北市北投區,裕民里,臺北市北投區裕民里,25.113599,121.5177304
臺北市北投區,振華里,臺北市北投區振華里,25.1159149,121.5191579
臺北市北投區,永和里,臺北市北投區永和里,25.1319657,121.5270089
臺北市北投區,永欣里,臺北市北投區永欣里,25.1227038,121.5212991
臺北市北投區,永明里,臺北市北投區永明里,25.1169242,121.5148753
臺北市北投區,東華里,臺北市北投區東華里,25.1220704,121.5127339
臺北市北投區,吉利里,臺北市北投區吉利里,25.1162708,121.5120202
臺北市北投區,吉慶里,臺北市北投區吉慶里,25.1116574,121.5034543
臺北市北投區,尊賢里,臺北市北投區尊賢里,25.1168642,121.5080942
臺北市北投區,立賢里,臺北市北投區立賢里,25.1146462,121.5020266
臺北市北投區,立農里,臺北市北投區立農里,25.1193581,121.5059527
臺北市北投區,八仙里,臺北市北投區八仙里,25.1211562,121.4884624
臺北市北投區,洲美里,臺北市北投區洲美里,25.1028683,121.5041681
臺北市北投區,奇岩里,臺北市北投區奇岩里,25.1300274,121.5127339
臺北市北投區,清江里,臺北市北投區清江里,25.1279091,121.5020266
臺北市北投區,中央里,臺北市北投區中央里,25.1285818,121.4991711
臺北市北投區,長安里,臺北市北投區長安里,25.134956,121.5016696
臺北市北投區,大同里,臺北市北投區大同里,25.1314122,121.4956017
臺北市北投區,溫泉里,臺北市北投區溫泉里,25.1335309,121.5063096
臺北市北投區,林泉里,臺北市北投區林泉里,25.1399632,121.5155891
臺北市北投區,中心里,臺北市北投區中心里,25.1401619,121.5063096
臺北市北投區,中庸里,臺北市北投區中庸里,25.1386081,121.5002419
臺北市北投區,開明里,臺北市北投區開明里,25.1434874,121.5034543
臺北市北投區,中和里,臺北市北投區中和里,25.144497,121.4991711
臺北市北投區,智仁里,臺北市北投區智仁里,25.1437646,121.4952447
臺北市北投區,秀山里,臺北市北投區秀山里,25.1533058,121.492746
臺北市北投區,文化里,臺北市北投區文化里,25.13937,121.4956017
臺北市北投區,豐年里,臺北市北投區豐年里,25.1345789,121.4906043
臺北市北投區,稻香里,臺北市北投區稻香里,25.1440411,121.4870345
臺北市北投區,桃源里,臺北市北投區桃源里,25.1384182,121.4827508
臺北市北投區,一德里,臺北市北投區一德里,25.1304958,121.4713265
臺北市北投區,關渡里,臺北市北投區關渡里,25.1169113,121.4670422
臺北市北投區,泉源里,臺北市北投區泉源里,25.155518,121.5227266
臺北市北投區,湖山里,臺北市北投區湖山里,25.1514747,121.5398548
臺北市北投區,大屯里,臺北市北投區大屯里,25.1595596,121.5055958
臺北市北投區,湖田里,臺北市北投區湖田里,25.1717766,121.5333406
